id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,New Classification,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,language,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,,Classification
1.43E+18,1.43E+18,2021-08-20 23:59:47 UTC,8/20/2021,23:59:47,0,319921894,yunglordkari,Red WinePapi,,@Mood_Inebriated ????????????????  i suck the toes mine don?�?t get sucked bredda .   Nah man we was working during a damn storm,Other,[],[],[],0,0,0,[],[],en,https://twitter.com/YunglordKari/status/1428869402703847430,FALSE,,0,,,"32.45,-91.49,100km",,,,,"[{'screen_name': 'Mood_Inebriated', 'name': 'Chekaho Tribe', 'id': '238436890'}]",,,,,,Other
1.43E+18,1.43E+18,2021-08-20 03:48:13 UTC,8/20/2021,3:48:13,0,4871979254,teezyslime,the backend don,,"Dark clouds, you gon see me storm ???",Other,[],[],[],0,0,0,[],[],en,https://twitter.com/teezyslime/status/1428564500937064452,FALSE,,0,,,"32.45,-91.49,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 02:03:27 UTC,8/20/2021,2:03:27,0,160819223,tavo928,Gustavo Alvarez. El Tavo.,,@sergiouy125 Denfesa. El hueco que quedo con la ida de Tito y Piquerez es enorme,Other,[],[],[],1,0,3,[],[],es,https://twitter.com/tavo928/status/1428538136620044293,FALSE,,0,,,"32.45,-91.49,100km",,,,,"[{'screen_name': 'sergiouy125', 'name': 'Sergio Bustamante', 'id': '3325176322'}]",,,,,,
1.43E+18,1.43E+18,2021-08-20 19:57:23 UTC,8/20/2021,19:57:23,0,319921894,yunglordkari,Red WinePapi,,Gotta work in the rain again ?????????�???????,Other,[],[],[],0,0,0,[],[],en,https://twitter.com/YunglordKari/status/1428808400985546756,FALSE,,0,,,"32.45,-91.49,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 22:01:27 UTC,8/20/2021,22:01:27,0,574896821,chad_ledoux,"RIP Wool Hat, Forever Monkees",,"@GlamourStar @kevin_thecritic He?�?s great in The Untouchables, Internal Affairs, Black Rain, and as someone said the Ocean movies!!",Other,[],[],[],1,0,1,[],[],en,https://twitter.com/Chad_LeDoux/status/1428839623770447874,FALSE,,0,,,"31.14,-93.27,100km",,,,,"[{'screen_name': 'GlamourStar', 'name': 'Gina Grape ??????', 'id': '19940043'}, {'screen_name': 'kevin_thecritic', 'name': 'Kevin Kringle', 'id': '3947310321'}]",,,,,,
1.43E+18,1.43E+18,2021-08-20 04:28:10 UTC,8/20/2021,4:28:10,0,330049331,tankerdad78,Stephen (Tank) Cyr,,Why does my dog drink water like he is a thirsty camel prepping for a long trip in the desert?,Other,[],[],[],0,0,0,[],[],en,https://twitter.com/Tankerdad78/status/1428574554302173187,FALSE,,0,,,"31.14,-93.27,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 22:02:30 UTC,8/20/2021,22:02:30,0,1.27E+18,tgatsonn,TGat??????,,"Another day , another storm",Other,[],[],[],0,0,0,[],[],en,https://twitter.com/TGatsonn/status/1428839886774325249,FALSE,,0,,,"31.68,-92.15,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 21:16:08 UTC,8/20/2021,21:16:08,0,124956418,miami1460,Edward Cotto,,La tormenta tropical Henri avanza hacia Nueva Inglaterra y podr??a ser el primer hurac??n que golpea la zona en 30 a??os  https://t.co/dd2J7ll9l2 via @UniNoticias,Other,"[{'screen_name': 'uninoticias', 'name': 'univision noticias', 'id': '35785401'}]",['http://uni.vi/jzKj102TKn0'],[],0,0,0,[],[],es,https://twitter.com/miami1460/status/1428828220145741824,FALSE,,0,,,"30.28,-91.9,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 13:50:06 UTC,8/20/2021,13:50:06,0,2946679538,rjamesfinn,James Finn,,A rare bit of good news these days: The Denham Springs Housing Authority has found a new home for the affordable housing complex gutted by the 2016 floods. @Report4America    https://t.co/UpjIfJmvLg  https://t.co/Ma5oi09Jjd,Other,"[{'screen_name': 'report4america', 'name': 'report for america', 'id': '848907803616047106'}]",['https://www.theadvocate.com/baton_rouge/news/business/article_cc8e8888-0109-11ec-b237-8fafc0457617.html'],['https://pbs.twimg.com/media/E9PRmG_XMAM2bUA.jpg'],2,3,12,[],[],en,https://twitter.com/rjamesfinn/status/1428715969946468360,FALSE,,1,https://pbs.twimg.com/media/E9PRmG_XMAM2bUA.jpg,,"30.28,-91.9,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 12:50:06 UTC,8/20/2021,12:50:06,0,14187865,michaellunsford,Michael Lunsford,,I told y?�?all Biden collapsed Afghanistan on purpose. Now we know why: to flood our country with more immigrants. These ones probably include people who hate America almost as much as Biden does.,Blame the Government,[],[],[],1,0,1,[],[],en,https://twitter.com/michaellunsford/status/1428700871601364994,FALSE,,0,,,"30.28,-91.9,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 16:01:03 UTC,8/20/2021,16:01:03,0,1.16E+18,shredfinfishing,ShredFin Fishing Co???,,Happy Friday everyone. Hope y'all get some time to be on the water this weekend. ???? #ShredFin #Fishing  https://t.co/rPRfD9nOrt,Other,[],[],['https://pbs.twimg.com/media/E9PvkJ2WQAozu19.jpg'],0,1,8,"['shredfin', 'fishing']",[],en,https://twitter.com/ShredFinFishing/status/1428748925113090048,FALSE,,1,https://pbs.twimg.com/media/E9PvkJ2WQAozu19.jpg,,"32.87,-93.99,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 23:28:39 UTC,8/20/2021,23:28:39,0,1.18E+18,therayjaniece,RAY of sunshine,,my boy WATER ???? welcome to the family! ????,Other,[],[],[],0,1,0,[],[],en,https://twitter.com/therayjaniece/status/1428861567609749504,FALSE,https://twitter.com/NHPCAM_/status/1428838338274988039,0,,,"32.03,-92.14,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 15:44:09 UTC,8/20/2021,15:44:09,0,606707724,forever_etc,JACECOLE,,Go listen to ?�?Hold Water?�? by JACECOLE,Other,[],[],[],0,1,0,[],[],en,https://twitter.com/forever_etc/status/1428744673779228673,FALSE,https://twitter.com/forever_etc/status/1426928845463199749,0,,,"32.03,-92.14,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 15:42:59 UTC,8/20/2021,15:42:59,0,606707724,forever_etc,JACECOLE,,Check out JACECOLE's video! #TikTok  https://t.co/L7lMO6UjpT ?�?Hold Water?�? out NOW ?�?????�????????????,Other,[],['https://vm.tiktok.com/ZMRF5w1vP/'],[],0,1,0,['tiktok'],[],en,https://twitter.com/forever_etc/status/1428744380089765888,FALSE,,0,,,"32.03,-92.14,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 21:46:08 UTC,8/20/2021,21:46:08,0,3320607002,loganj0anne,Lo??????Jo,,Only nice thing about the hellish weather in New Orleans in August is that I?�?m so dehydrated and sweating constantly I get drunk a lot faster,Other,[],[],[],0,0,4,[],[],en,https://twitter.com/LoganJ0anne/status/1428835770547245061,FALSE,,0,,,"29.99,-90.45,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 07:30:03 UTC,8/20/2021,7:30:03,0,7.48E+17,shadesofoffside,"pizza logs (7-5, 5-7)",,"Meteorologist, storm chaser, or something with weather. Loved and was fascinated by it as a kid, still am",Other,[],[],[],0,0,2,[],[],en,https://twitter.com/shadesofoffside/status/1428620327387545603,FALSE,https://twitter.com/ThatEricAlper/status/1428174914364792832,0,,,"29.99,-90.45,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 01:45:03 UTC,8/20/2021,1:45:03,0,1.29E+18,candice30336904,Candice Lopez,,@w_white18 Just trying to stay cool I?�?m this hot weather,Other,[],[],[],0,0,0,[],[],en,https://twitter.com/Candice30336904/status/1428533505861029888,FALSE,,0,,,"29.99,-90.45,100km",,,,,"[{'screen_name': 'w_white18', 'name': 'William White', 'id': '3144705598'}]",,,,,,
1.43E+18,1.43E+18,2021-08-20 23:10:24 UTC,8/20/2021,23:10:24,0,514947064,nbernard926,Nick Bernard,,@silvadjr_94 @MDeskaTTU @BleacherReport @NBA I don?�?t make the rules. Aren?�?t tortillas made like exclusively from flour and water?  https://t.co/eP5nsIyhZx,Other,[],[],['https://pbs.twimg.com/media/E9RR2OlXoAEvEad.jpg'],1,0,0,[],[],en,https://twitter.com/nbernard926/status/1428856977090822148,FALSE,,1,https://pbs.twimg.com/media/E9RR2OlXoAEvEad.jpg,,"29.99,-90.45,100km",,,,,"[{'screen_name': 'silvadjr_94', 'name': 'david.', 'id': '128807547'}, {'screen_name': 'MDeskaTTU', 'name': 'Mark Deska ??', 'id': '17984604'}, {'screen_name': 'BleacherReport', 'name': 'Bleacher Report', 'id': '890891'}, {'screen_name': 'NBA', 'name': 'NBA', 'id': '19923144'}]",,,,,,
1.43E+18,1.43E+18,2021-08-20 21:31:56 UTC,8/20/2021,21:31:56,0,860798311,davidcwaller,??\_(???)_/??,"{'type': 'Point', 'coordinates': [30.18888889, -90.10138889]}",Pretty clouds and calm water on the lake today #NOLA @ Lake Pontchartrain  https://t.co/XFZcDuILEs,Other,[],['https://www.instagram.com/p/CSz7g84L3-r/?utm_medium=twitter'],[],0,0,0,['nola'],[],en,https://twitter.com/davidcwaller/status/1428832194726858757,FALSE,,0,,,"29.99,-90.45,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 19:29:25 UTC,8/20/2021,19:29:25,0,2778556306,luhhrissaa,riss?????????�???????,,i rented a water slide for my 1 years old birthday party .... is it more for me ?? yes.,Other,[],[],[],0,0,6,[],[],en,https://twitter.com/luhhrissaa/status/1428801364709330944,FALSE,,0,,,"29.99,-90.45,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 18:04:17 UTC,8/20/2021,18:04:17,0,164955212,lordenn1130,lori dennis,,Remember tamier was playing with a toy water gun and shot down in the park and this man stream over 3hours with that bullshit and nothing happened because he were white,Other,[],[],[],0,0,0,[],[],en,https://twitter.com/lordenn1130/status/1428779937331302407,FALSE,https://twitter.com/WalshFreedom/status/1428421353976250374,0,,,"29.99,-90.45,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 17:08:37 UTC,8/20/2021,17:08:37,0,236123060,teauxboogie,Say Playboy Cuzzin,,Man it?�?s dangerously hot outside!   Make sure y?�?all drinking on that water playboy cuzzin!,Other,[],[],[],0,0,0,[],[],en,https://twitter.com/Teauxboogie/status/1428765927689048067,FALSE,,0,,,"29.99,-90.45,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 16:23:35 UTC,8/20/2021,16:23:35,0,1.35E+18,toinflatables,About to Bounce Inflatables,,22 ft. Highly double lane curvy water slide rental from About to bounce inflatable rentals.  https://t.co/ETcRWSyBF3,Other,[],[],['https://pbs.twimg.com/media/E9P0usBXMAQSRYy.jpg'],0,0,0,[],[],en,https://twitter.com/ToInflatables/status/1428754595006881796,FALSE,,1,https://pbs.twimg.com/media/E9P0usBXMAQSRYy.jpg,,"29.99,-90.45,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 16:16:25 UTC,8/20/2021,16:16:25,0,1.42E+18,papafox78765984,PapaFox,,Lunch before hitting the water,Other,[],[],[],0,0,0,[],[],en,https://twitter.com/PapaFox78765984/status/1428752794887012352,FALSE,,0,,,"29.99,-90.45,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 08:10:54 UTC,8/20/2021,8:10:54,0,151354156,jd_xix87,JD_xix87,,"Now they are desperate for security when after 20 years they refused to take it seriously and stand up for themselves after dead westerners gave their lives for them to learn. We brought you to the water and you refused to drink. Welcome to the suck. Libo &amp; NJP szn, boys.",Other,[],[],[],0,0,1,[],[],en,https://twitter.com/JD_xix87/status/1428630608683667459,FALSE,,0,,,"29.99,-90.45,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 04:02:28 UTC,8/20/2021,4:02:28,0,8.59E+17,brandonalleman5,bigeasybeezy,,"@NFLYoungFella Boil potatoes with a few caps of crab boil, brown one pack smoked pork chops 1 lb smoke sausage cut up and  1 chopped onion and half stick of butter salt pepper and Tony?�?s ,add 4cans green beans n potatoes when soft cup of water from potatoes cook down 15 min",Other,[],[],[],1,0,1,[],[],en,https://twitter.com/Brandonalleman5/status/1428568089671708676,FALSE,,0,,,"29.99,-90.45,100km",,,,,"[{'screen_name': 'NFLYoungFella', 'name': '?????? ???????????????????? ????', 'id': '2294695366'}]",,,,,,
1.43E+18,1.43E+18,2021-08-20 03:52:52 UTC,8/20/2021,3:52:52,0,32368886,justincenac,Justin Cenac,,@GentleLily Hahahaha!!!! The captor might be slipping that in with them bottles of water!!!! ????????????,Other,[],[],[],0,0,1,[],[],en,https://twitter.com/JustinCenac/status/1428565670841753605,FALSE,,0,,,"29.99,-90.45,100km",,,,,"[{'screen_name': 'GentleLily', 'name': 'Erin D. Johnson', 'id': '222673777'}]",,,,,,
1.43E+18,1.43E+18,2021-08-20 03:20:38 UTC,8/20/2021,3:20:38,0,1.20E+18,rubberbandhan,han????,,I?�?m bout to wake up early tomorrow just so I can stop and get a big ass smart water from brothers ?????�?????,Other,[],[],[],0,0,0,[],[],en,https://twitter.com/rubberbandhan/status/1428557563025559556,FALSE,,0,,,"29.99,-90.45,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 23:12:28 UTC,8/20/2021,23:12:28,0,299217560,spuffer316,Stu HB Puffer,,@FManzo3 I?�?ve got two and I can?�?t wait to see the wind taken out of WWE?�?s sails. #MakingWrestlingWarsRelevantAgain,Other,[],[],[],0,0,1,['makingwrestlingwarsrelevantagain'],[],en,https://twitter.com/spuffer316/status/1428857497322938370,FALSE,,0,,,"30.95,-92.19,100km",,,,,"[{'screen_name': 'FManzo3', 'name': 'M@nz0', 'id': '122155312'}]",,,,,,
1.43E+18,1.43E+18,2021-08-20 22:59:08 UTC,8/20/2021,22:59:08,0,120173004,nwlaguy,Nwlaguy,,@BrianAngelle And we shall see how successful that is. As long as the Governor doest enact lockdowns this is all stuff in the wind.. it pretty apparent both the Governor and powers that be in legislative will be ok with status quo,Blame the Government,[],[],[],1,0,0,[],[],en,https://twitter.com/nwlaguy/status/1428854138276913152,FALSE,,0,,,"30.95,-92.19,100km",,,,,"[{'screen_name': 'BrianAngelle', 'name': 'brian angelle', 'id': '2821928261'}]",,,,,,
1.43E+18,1.43E+18,2021-08-20 12:20:36 UTC,8/20/2021,12:20:36,0,16425645,terrydugas,Young Terrance Cadbury,,"1. Beyonc???�?s version of ?�?Before I Let Go?�? 2. Whitney Houston - ?�?I Wanna Dance With Somebody?�? 3. Usher - ?�?Yeah?�? 4. Nelly - ?�?Hot In Here?�? 5. Earth, Wind, &amp; Fire - ?�?September?�?",Other,[],[],[],2,0,4,[],[],en,https://twitter.com/TerryDugas/status/1428693447175811076,FALSE,https://twitter.com/michaelharriot/status/1428563074613714945,0,,,"30.95,-92.19,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 19:36:23 UTC,8/20/2021,19:36:23,0,1.27E+18,tgatsonn,TGat??????,,don?�?t cross that water lol,Other,[],[],[],0,0,0,[],[],en,https://twitter.com/TGatsonn/status/1428803116858757121,FALSE,,0,,,"30.95,-92.19,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 17:08:05 UTC,8/20/2021,17:08:05,0,45164575,itssuccc_,Succculent ???????? ??? SAVING EORZEA ???,,"@Gelgumi @SauceMyNoodle @KathRosetail ???? no, you fall through to the water... but the process is tedious enough",Other,[],[],[],0,0,1,[],[],en,https://twitter.com/ItsSuccc_/status/1428765794889052173,FALSE,,0,,,"30.95,-92.19,100km",,,,,"[{'screen_name': 'Gelgumi', 'name': '????�? Gumi ?�????', 'id': '3292228119'}, {'screen_name': 'SauceMyNoodle', 'name': 'Saucey Noodle is a bunnyboi (EW spoilers lol)', 'id': '899866868881797121'}, {'screen_name': 'KathRosetail', 'name': 'Kathleen Rosetail', 'id': '353380690'}]",,,,,,
1.43E+18,1.43E+18,2021-08-20 12:24:50 UTC,8/20/2021,12:24:50,0,111416837,lance_wesley,Lord Wesley ??????,,"Be water, be light, be kind.",Other,[],[],[],0,0,0,[],[],en,https://twitter.com/Lance_Wesley/status/1428694511383887874,FALSE,,0,,,"30.95,-92.19,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 05:36:45 UTC,8/20/2021,5:36:45,0,9.57E+17,raiisanity,ElyoorsTV,,"Hay salamat, open najud ang laundry. Almost 2 weeks sad mi naka water discipline ba. Hahahaha",Other,[],[],[],0,0,0,[],[],tl,https://twitter.com/raiisanity/status/1428591814995496963,FALSE,,0,,,"30.95,-92.19,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 10:24:42 UTC,8/20/2021,10:24:42,0,309439157,abmack33,Amanda Jones: Defender of Wonder,,@MobleyintheMix @LMS_United @Simply_Rain_S @shadDaLibrarian Now is the perfect time for a Walmart and Sams Club grant! Donors Chose has been running tons of match offers and Sonic Limeades for Learning starts next month!,Other,[],[],[],0,0,6,[],[],en,https://twitter.com/abmack33/status/1428664279155322882,FALSE,,0,,,"29.9,-90.03,100km",,,,,"[{'screen_name': 'MobleyintheMix', 'name': 'Mrs. Lauren Mobley, Ed.S', 'id': '1354137665537515522'}, {'screen_name': 'LMS_United', 'name': 'School Librarians United', 'id': '983156223448178688'}, {'screen_name': 'Simply_Rain_S', 'name': '???Frozen Rain ???', 'id': '995596362770272257'}, {'screen_name': 'shadDaLibrarian', 'name': 'Rashad Thomas, MLS', 'id': '1019564693432750081'}]",,,,,,
1.43E+18,1.43E+18,2021-08-20 01:08:56 UTC,8/20/2021,1:08:56,0,41986684,aerialbrewster,Bruce Alan Buchert,,@BarryLarkin I was at Cinergy 9/29/90 when @Reds clinched the NL West pennant in the rain. Pretty sure Schottzie got a cap and shirt before y'all...,Other,"[{'screen_name': 'reds', 'name': 'cincinnati reds', 'id': '35006336'}]",[],[],0,0,1,[],[],en,https://twitter.com/aerialbrewster/status/1428524416871378952,FALSE,,0,,,"29.9,-90.03,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 00:55:26 UTC,8/20/2021,0:55:26,0,166242146,horacetknox,HTK FITNESS ???,,"Dear Lord,  Today, I pray that in a drought, You?�?d  send rain. In lack, send abundance. Bring supernatural favor and opportunity. Let every hidden adversary be revealed by the Spirit of God- let every plot and plan of the enemy against me be cancelled. In name Jesus. Amen????????",Other,[],[],[],0,1,0,[],[],en,https://twitter.com/HoraceTKnox/status/1428521018218405890,FALSE,,0,,,"29.9,-90.03,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 17:05:03 UTC,8/20/2021,17:05:03,0,213888668,lionelbrown_,Lionel Brown,,"Don?�?t focus on the storm, instead focus on God?�?s promise to never leave or forsake you... #rappinbreezy  https://t.co/zWki3od5z3",Other,[],[],['https://pbs.twimg.com/media/E9P-OLRX0AEP2HJ.jpg'],0,0,0,['rappinbreezy'],[],en,https://twitter.com/LionelBrown_/status/1428765033094426630,FALSE,,1,https://pbs.twimg.com/media/E9P-OLRX0AEP2HJ.jpg,,"31.01,-92.29,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 18:36:29 UTC,8/20/2021,18:36:29,0,7.29E+17,legalizecure420,One????One????One????,,"Is this because of #GlobalWarming ? @1weatherapp  Two people were found dead, and 20 were missing in Haywood County after North Carolina was flooded by the remnants of Tropical Storm Fred. The stor...  https://t.co/3Yriw7dpxO",Other,"[{'screen_name': '1weatherapp', 'name': '1weather - widgets & radar', 'id': '1250113886914637831'}]",['https://1weather.onelink.me/DNwc/58a6319f'],[],0,0,1,['globalwarming'],[],en,https://twitter.com/LegalizeCure420/status/1428788043142606855,FALSE,,0,,,"30.23,-92.92,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 18:35:41 UTC,8/20/2021,18:35:41,0,7.29E+17,legalizecure420,One????One????One????,,"But there's no such as #GlobalWarming right? ???? @1weatherapp  New England braced for Tropical Storm Henri on the 30th anniversary of the last hurricane Bob that made a direct hit. According to forecasters, Hen...  https://t.co/5IQnZ71afF",Other,"[{'screen_name': '1weatherapp', 'name': '1weather - widgets & radar', 'id': '1250113886914637831'}]",['https://1weather.onelink.me/DNwc/69b7c668'],[],0,0,0,['globalwarming'],[],en,https://twitter.com/LegalizeCure420/status/1428787842633904139,FALSE,,0,,,"30.23,-92.92,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 01:14:44 UTC,8/20/2021,1:14:44,0,290206833,mjuricacbs47,Marina Jurica,,"The last time I was here was to cover Hurricane Katrina. This week I?�?m here with the DeltaX &amp; SWOT science missions for @NASA to help understand &amp; most importantly preserve the vulnerable deltas &amp; estuaries. From storm surge to sea level rise, we need to protect our Earth.  https://t.co/mZz1ptqmMx",Other,"[{'screen_name': 'nasa', 'name': 'nasa', 'id': '11348282'}]",[],['https://pbs.twimg.com/media/E9MktdsXoAANmEF.jpg'],1,0,19,[],[],en,https://twitter.com/MJuricaCBS47/status/1428525876820553729,FALSE,,1,https://pbs.twimg.com/media/E9MktdsXoAANmEF.jpg,,"30.31,-92.04,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 16:01:42 UTC,8/20/2021,16:01:42,0,307669520,mekbkillin_em,SweetThang,,Deuce just be ordering up a storm. He gets more packages delivered than me.,Other,[],[],[],0,0,0,[],[],en,https://twitter.com/mekbkillin_em/status/1428749090930712579,FALSE,,0,,,"29.58,-90.71,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 04:28:37 UTC,8/20/2021,4:28:37,0,47390088,devonthabeat,Uncle Big Dev!,,Dawg.. I Remember When MTV2 Was On Like Channel 14 Or 18.. Before Tha Storm. Had Tha Tv In Tha Room With No Cable &amp; Was Still Vibin.,Other,[],[],[],1,0,2,[],[],en,https://twitter.com/DevOnThaBeat/status/1428574669775548421,FALSE,,0,,,"29.58,-90.71,100km",,,,,[],,,,,,
1.43E+18,1.43E+18,2021-08-20 21:37:53 UTC,8/20/2021,21:37:53,0,194553939,railmag,RAIL Magazine,,"@sturmovikdragon @HttpStatus402 @jeremyzorek Likely the diesel is there for backup because they can?�?t have their line go down for hours figuring out a problem (they were running traffic opp direction soon after, see below), I?�?m reading steam wasn?�?t the prime power for certain movements in New Orleans, including the Bridge.",Other,[],[],[],0,1,4,[],[],en,https://twitter.com/RAILMag/status/1428833692777123843,FALSE,https://twitter.com/RAILMag/status/1428773465063104519,0,,,"30.1,-92.0,100km",,,,,"[{'screen_name': 'sturmovikdragon', 'name': 'Jersey Mike', 'id': '54090443'}, {'screen_name': 'HttpStatus402', 'name': 'P.J. Hinton', 'id': '128937481'}, {'screen_name': 'jeremyzorek', 'name': 'Jeremy ""Looking for Arrows"" Zorek ????', 'id': '2419689306'}]",,,,,,
